ArtefactID,Object,SiteName,Country,Length,BladeWidth,ButtWidth,MaxThick,Weight
ID5828,axehead (palstave),"Bovey Tracey, Plumley (Harris Estate)",England,153.7,61.3,24,33.1,481
ID2138,axehead (palstave),"Bovey Tracey, Plumley (Harris Estate)",England,164,62.6,22,39.5,485
ID7302,axehead (palstave),"Bournemouth, Talbot Woods (N side of railway line)",England,147,53,21,25,361.5
ID2132,axehead (palstave),"Bournemouth, Southbourne Beach",England,120.4,62.6,23,30,311
ID2567,axehead (palstave),"Bournemouth, East Southbourne and Tuckton",England,139.86,50.5,17,21,209.5
ID2568,axehead (palstave),"Bournemouth, East Southbourne and Tuckton",England,137.62,53.06,21,34,305.7
ID2571,axehead (palstave),"Bournemouth, East Southbourne and Tuckton",England,162.62,61.32,17.5,30,425.5
ID2131,axehead (palstave),"Bournemouth, 16 Littledown Avenue (Queen's Park)",England,150.2,54,22.5,25,309
ID5287,axehead (palstave),Bournemouth Hospital,England,119.2,48.1,14.8,18.3,134
ID5284,axehead (palstave),Bournemouth Hospital,England,118.8,48.6,15.9,18.3,132
ID5286,axehead (palstave),Bournemouth Hospital,England,118.9,49.2,16.8,18.5,131
ID5283,axehead (palstave),Bournemouth Hospital,England,118,49.7,14.4,18.3,126
ID5285,axehead (palstave),Bournemouth Hospital,England,119.3,49.7,15.2,18.4,133
ID10511,axehead (palstave),Boughton-Moulton,England,128.3,53.3,17,29.2,260
ID2017,axehead (palstave),Bottisham Lode,England,120,55,23,33,272.2
ID2020,axehead (palstave),Bottisham Lode,England,156,61,22,27,388
ID2021,axehead (palstave),Bottisham Lode,England,156,66,21,33,397
ID2012,axehead (palstave),Bottisham,England,139,53,19,28,269
ID7114,axehead (palstave),Bottisham,England,137.5,54,22,27,292
ID2007,axehead (palstave),Bonvilston (near Cowbridge),Wales,146,69,23,29,416
ID5068,axehead (palstave),"Bolton Percy, Pallathorpe (Palethorpe) Farm",England,169,52,27,35,530
ID1995,axehead (palstave),"Bognor Regis, Marshall Estate (10 Marshall Avenue)",England,146,50,20.5,25.5,354.4
ID1989,axehead (palstave),"Bognor Regis, Marshall Estate (10 Marshall Avenue)",England,153,54,18,31,453.6
ID2003,axehead (palstave),"Bognor Regis, Marshall Estate (10 Marshall Avenue)",England,167,60,19.5,26,439.4
ID2002,axehead (palstave),"Bognor Regis, Marshall Estate (10 Marshall Avenue)",England,152,65,18.5,23,403.9
ID1990,axehead (palstave),"Bognor Regis, Marshall Estate (10 Marshall Avenue)",England,168,66,19.5,28.5,471
ID5399,axehead (palstave),Bognor Regis (Bognor Branch Railway),England,172,65,22,28,407.55
ID5402,axehead (palstave),Bognor Regis (Bognor Branch Railway),England,164,66,22,28.5,409.5
ID5398,axehead (palstave),Bognor Regis (Bognor Branch Railway),England,174,66,23,28,453.05
ID5403,axehead (palstave),Bognor Regis (Bognor Branch Railway),England,172,67,22,27,436.8
ID5401,axehead (palstave),Bognor Regis (Bognor Branch Railway),England,173,69,23,26,490
ID5400,axehead (palstave),Bognor Regis (Bognor Branch Railway),England,171,71,23,26,492
ID7213,axehead (palstave),"Bodmin, Fore Street (Dean's Garden)",England,146,55,22,34,394
ID9878,axehead (palstave),Blofield (parish),England,130,55,23,31.5,328
ID11253,axehead (palstave),Bletsoe,England,132,48.5,21.8,23,234
ID5278,axehead (palstave),"Blandford Forum, Kite?ôs Farm",England,157,56.9,18.4,29.4,449
ID1943,axehead (palstave),"Bishops Waltham, Fairthorn Manor",England,158,52,18,28,340
ID1944,axehead (palstave),Bishops Waltham (parish),England,155.7,52.7,19.45,26.9,310
ID1932,axehead (palstave),"Birchington (Thanet), Southend Brickfield",England,163,51,22.5,32,369
ID1925,axehead (palstave),"Birchington (Thanet), Southend Brickfield",England,162,56,21,24.5,274
ID1937,axehead (palstave),"Birchington (Thanet), Southend Brickfield",England,172,58,21,28,506
ID1928,axehead (palstave),"Birchington (Thanet), Southend Brickfield",England,164,60,21,30,404
ID1934,axehead (palstave),"Birchington (Thanet), Southend Brickfield",England,171,60,19,27,425
ID1933,axehead (palstave),"Birchington (Thanet), Southend Brickfield",England,172,62,18,25,403
ID1929,axehead (palstave),"Birchington (Thanet), Southend Brickfield",England,170,62,17,25,406
ID1930,axehead (palstave),"Birchington (Thanet), Southend Brickfield",England,169,62,17,25,463
ID1927,axehead (palstave),"Birchington (Thanet), Southend Brickfield",England,169,64,22,28.5,392
ID1931,axehead (palstave),"Birchington (Thanet), Southend Brickfield",England,176,64,20,31,473
ID1926,axehead (palstave),"Birchington (Thanet), Southend Brickfield",England,168.5,65,18,25,383
ID1936,axehead (palstave),"Birchington (Thanet), Southend Brickfield",England,174,66,20,28,480
ID1938,axehead (palstave),"Birchington (Thanet), Southend Brickfield",England,178,70,21,34,510
ID1935,axehead (palstave),"Birchington (Thanet), Southend Brickfield",England,175,71,25,27,446
ID1924,axehead (palstave),"Birchington (Thanet), Epple Bay Avenue",England,172,64,15,26.5,425
ID1923,axehead (palstave),"Birchington (Thanet), Epple Bay",England,167.5,58,21,29,483
ID5392,axehead (palstave),"Billingshurst, Hammer (Hammar) Farm",England,164.5,60.5,21,28,456.6
ID5394,axehead (palstave),"Billingshurst, Hammer (Hammar) Farm",England,165,62.5,20,27,507.8
ID5396,axehead (palstave),"Billingshurst, Hammer (Hammar) Farm",England,165,63,21.5,29,453.2
ID5393,axehead (palstave),"Billingshurst, Hammer (Hammar) Farm",England,163.5,63.5,19,28,478.2
ID1917,axehead (palstave),Biddulph Castle (near),England,161,75,20,29,420.5
ID7243,axehead (palstave),"Bewley Down, Wootton Farm",England,147,49,21,32,348
ID1908,axehead (palstave),"Bettws-y-crwyn, Bryn Siop (SE of Castle Amlwg)",England,147,52,19,32,361.46
ID1904,axehead (palstave),"Berriew, Glansevern",Wales,167,68,17,32,402
ID1905,axehead (palstave),"Berriew, Glansevern",Wales,165,69,22,27,532
ID1896,axehead (palstave),Benenden (sanatorium),England,166.7,70,18.5,24,400
ID1888,axehead (palstave),Beenham,England,152,33,22,25,276
ID1887,axehead (palstave),Bedingfield (parish),England,122,43,16,24,173.69
ID8189,axehead (palstave),Beddau Gwyr Ardudwy,Wales,152,60,16,26,251.3
ID1878,axehead (palstave),"Battersea, near Queen's Road Station",England,171,65,22,30,454
ID10704,axehead (palstave),Battersea Park (directly in front of the pagoda),England,169,67,20,29,441.8
ID1874,axehead (palstave),"Bath, Solsbury Hill",England,158,59,22,23,398
ID4357,axehead (palstave),"Bath (near) or unprovenanced, Somerset?",England,156,64,20,29,396
ID1868,axehead (palstave),Barton Bendish,England,174,64,22,29,502.9
ID1867,axehead (palstave),Barton Bendish,England,170,69,19,25,405.5
ID1866,axehead (palstave),Bartlow,England,146,58,21,30,310
ID1860,axehead (palstave),"Barnes (River Thames, above the railway bridge)",England,158,48,23,32,455
ID1861,axehead (palstave),"Barnes (River Thames, above the railway bridge)",England,171,51,23,35,535.5
ID1855,axehead (palstave),Barking,England,160,66,23,29,435
ID1849,axehead (palstave),Banwell Hill (N side),England,147,52,19,28.5,391
ID5389,axehead (palstave),Bansted Down (Banstead Downs),England,150,40,20,30,422.9
ID1848,axehead (palstave),Bampton (parish),England,143.8,56.11,21.77,28.01,300
ID1846,axehead (palstave),Bampton,England,160,56,21,26,381.8
ID3147,axehead (palstave),Bala (near),Wales,164,65,20,29,470
ID1839,axehead (palstave),Aynhoe,England,135,57,21,23,276
ID11722,axehead (palstave),Aylesham (site AYL-EX-14),England,177,80,20,33,532
ID11621,axehead (palstave),Audlem (parish),England,127.06,45.81,22.03,30.32,316.6
ID10810,axehead (palstave),"Attleborough, Dodds Lane",England,148,63,18,23,363
ID7563,axehead (palstave),Aston le Walls,England,169,70,22,28,482
ID1829,axehead (palstave),Ashwellthorpe and Fundenhall (parish),England,152,63,22,23.5,327
ID11642,axehead (palstave),Ashurst (parish),England,150.46,36.98,21.71,31.91,353
ID1820,axehead (palstave),Ashford (near),England,168,64,17,22,483.6
ID1819,axehead (palstave),Ashford (near),England,176,64,21,28,496
ID1818,axehead (palstave),Ashford (near),England,171,65,22,25,468
ID1817,axehead (palstave),Ashford,England,153.5,68,20,25.5,354
ID1814,axehead (palstave),Ashburnham (parish),England,138.2,51.2,17.4,22.7,251
ID11566,axehead (palstave),Ash (parish),England,169,60.2,19,29.5,428
ID11611,axehead (palstave),Arreton (parish),England,139,32,20,25,380
ID11056,axehead (palstave),Armitage with Handsacre,England,152,64.7,28.7,28.8,468.7
ID1798,axehead (palstave),Arlington (parish),England,150.5,62.8,20.5,24,357
ID1795,axehead (palstave),"Appledore (3 miles N of Bideford, Bloody Corner?)",England,116,38,25,35,252
ID5080,axehead (palstave),Annan,Scotland,120,44,20,27,230
ID7328,axehead (palstave),"Andover, Wey Hill Down",England,172,53,25,39,540
ID1789,axehead (palstave),"Amport (Grateley), Cholderton Estate",England,144.4,35,24,29,399
ID1788,axehead (palstave),"Amport (Grateley), Cholderton Estate",England,138.95,43.5,21.5,33,391
ID1790,axehead (palstave),"Amport (Grateley), Cholderton Estate",England,146,46,27,34,479
ID11620,axehead (palstave),Ampfield (parish),England,152,59,22,30,377
ID1784,axehead (palstave),Amberley (parish),England,172,62.5,21.8,26.4,493
ID1779,axehead (palstave),Alfriston (parish),England,176,78.66,24,28,516
ID5462,axehead (palstave),"Albury, Farley Heath",England,157,63,23,23,362.62
ID1759,axehead (palstave),Acton Park (Acton Nursery),Wales,180,73,22,36,590
ID1758,axehead (palstave),Acton Park (Acton Nursery),Wales,165,73.5,24,39,634.5
ID1762,axehead (palstave),Acton Park (Acton Nursery),Wales,189,76,21,41,693.5
ID1761,axehead (palstave),Acton Park (Acton Nursery),Wales,175,76,20,41,720
ID1760,axehead (palstave),Acton Park (Acton Nursery),Wales,180,81,20,39,647
ID11141,axehead (palstave),Acton Burnell,England,165,68,26,28,501.2
ID1751,axehead (palstave),"Abergele (field SE of, Berth-topic)",Wales,176,75,19,31,558
ID8899,axehead (palstave),Abergele (community),Wales,153,56.6,24.2,34.9,524.3
ID8897,axehead (palstave),Abergele (community),Wales,172,59.7,26,37.2,680.2
ID8898,axehead (palstave),Abergele (community),Wales,176,60.5,26.1,37.8,707.3
ID1750,axehead (palstave),Aberdovey and Machynlleth (between),Wales,165,55,24,29,496
ID10144,axehead (palstave),Aberdovey and Machynlleth (between),Wales,157,66,29,30,392
ID1748,axehead (palstave),Aberdovey and Machynlleth (between),Wales,157,67,29,29,392
ID6101,axehead (socketed),"Wallington, Middleton Moss, Prior Hill Farm",England,77,43,40,31,113
ID6102,axehead (socketed),Thornham,England,111,37.6,29.5,33.8,217.9
