ArtefactID,Object,SiteName,Country,Length,BladeWidth,ButtWidth,MaxThick,Weight
ID558,axehead (flat),"unprovenanced, Aberdeenshire",Scotland,150,76,40,17.5,830
ID641,axehead (flat),"unprovenanced, Aberdeenshire",Scotland,145,83,28,10.5,420
ID647,axehead (flat),"unprovenanced, Aberdeenshire",Scotland,145,88,23,11.5,600
ID610,axehead (flat),"unprovenanced, Aberdeenshire",Scotland,163,92,35,10.5,550
ID361,axehead (flat),Trohoughton,Scotland,119,72,34,10.5,340
ID8746,axehead (flat),"Trefeglwys, Llawr-y-glyn, Gwernafon Farm (bank of River Trannon)",Wales,134,70,41,11,449
ID755,axehead (flat),"Tower of London (near, River Thames)",England,148,71.5,26.5,12,424.3
ID8771,axehead (flat),Tir-y-mynach (200m NE of Rhyd-y-pennau Bridge),Wales,146,78.5,37,9,528.7
ID1351,axehead (flat),Tintern (community),Wales,109.2,67,37,11.5,356.1
ID11284,axehead (flat),Tintagel,England,59,30,18,7,40.75
ID11054,axehead (flat),Tintagel,England,89,41.6,20,6.7,101.9
ID11104,axehead (flat),Templeton,Wales,80.5,38.2,18,11.3,101.8
ID208,axehead (flat),Tarland,Scotland,117,52,25,9.5,240
ID207,axehead (flat),Tarland,Scotland,136,78,33,11,400
ID542,axehead (flat),Swardeston,England,50,29.5,17,5,30.3
ID386,axehead (flat),"Swansea Railway Station, High Street",Wales,100,51.5,22,8,176
ID1465,axehead (flat),Sudbourne (parish),England,63,42,24.5,10,109.02
ID11218,axehead (flat),Stoughton,England,94.3,42.5,18,12.5,100.57
ID9827,axehead (flat),Stinsford (parish),England,78.36,48.24,30.35,10.21,159.11
ID374,axehead (flat),Stemster,Scotland,107,52,29,8.5,232
ID1371,axehead (flat),Steeton with Eastburn (parish),England,205,99,30,12.9,604
ID1372,axehead (flat),Stanton (parish),England,146.5,75.7,27.8,10.9,367.7
ID586,axehead (flat),Stair Estates,Scotland,136,79,33,9.5,370
ID5901,axehead (flat),"St George's, Halvaes Farm (Field 279)",Wales,144,89,24,8.5,364
ID11105,axehead (flat),St Arvans,Wales,91.2,44,19.5,11.9,152.4
ID154,axehead (flat),Spynie Palace,Scotland,126,70,30,10,330
ID160,axehead (flat),"Skye, Glen Drynoch",Scotland,135,76,27.5,8.5,295
ID172,axehead (flat),Skibo,Scotland,110,57,26,9,205
ID1429,axehead (flat),Silsden (parish),England,99.6,58.7,29,11.1,217
ID11236,axehead (flat),Silk Willoughby,England,100.3,54,19.2,11.9,154
ID8882,axehead (flat),"Shrewsbury, Belvedere Housing Estate",England,95,54,34,8,197
ID1361,axehead (flat),Shifnal (parish),England,86.2,62.2,45.4,9.5,252.1
ID490,axehead (flat),"Scarborough (near, on the moor)",England,98,48,25,10.5,191
ID476,axehead (flat),Scackleton,England,122,62,38,13,340
ID195,axehead (flat),Roseisle,Scotland,108,60,33,13,320
ID11734,axehead (flat),"Rickinghall Inferior, Broom Hills (W of), Black Plantation",England,114,63,32,15,450
ID1159,axehead (flat),"Reading (near, River Thames)",England,128,72.5,33,10,377.1
ID326,axehead (flat),"Ravelston, Corstorphine Hill",Scotland,174,91,42,11.5,705
ID1386,axehead (flat),"Raglan, Llanarth",Wales,139.7,80.6,30.6,10.5,397.4
ID8940,axehead (flat),"Prestbury, Mottram St Andrew",England,99,65,28,12,260
ID591,axehead (flat),Premnay,Scotland,150,84,34,8.5,390
ID307,axehead (flat),Port Murray (The Maidens),Scotland,121,65,29,10.5,300
ID306,axehead (flat),Port Murray (The Maidens),Scotland,110,68,29,9.5,265
ID305,axehead (flat),Port Murray (The Maidens),Scotland,138,79,35,11,470
ID8634,axehead (flat),Port Allen,Scotland,88.2,42.8,22,4.7,57.4
ID8697,axehead (flat),Port Allen,Scotland,128.5,69.7,31,9.3,243.31
ID263,axehead (flat),Pitlochry,Scotland,120,64,39,12,445
ID11091,axehead (flat),Petton,England,99.5,55,20,9.5,170.33
ID448,axehead (flat),"Percy's Leap (near), Hedgeley Moor",England,118,66,30,11.5,319
ID377,axehead (flat),Penquite,England,95,58.7,21.5,11.7,186.3
ID1326,axehead (flat),Pendleton (parish),England,100,54,34,20,24.68
ID597,axehead (flat),"Peebles, Kingsmeadows",Scotland,162,97,33,12,610
ID315,axehead (flat),"Peat Hill, Elvanfoot",Scotland,100,53,26,8,155
ID9828,axehead (flat),Paythorne (parish),England,77,37,16,10,77.73
ID376,axehead (flat),"Paul, Penolva (Stitches Field)",England,88,49,29,10,210
ID616,axehead (flat),Patrington,England,122,64,27,10.5,138
ID1472,axehead (flat),Northchapel (parish),England,100,57,26,9.5,155
ID1383,axehead (flat),North Willesborough (parish),England,110.3,58.4,36,12.2,320
ID320,axehead (flat),North Plot Hill,Scotland,151,84,36,10,470
ID1459,axehead (flat),Noke (parish),England,114.51,74.95,36.86,12.79,428
ID264,axehead (flat),Newtyle Hill,Scotland,161,95,39,10,600
ID245,axehead (flat),Newseat of Ardo,Scotland,150,96,33,12,580
ID204,axehead (flat),"Newfield, Urquhart",Scotland,137,76,34,11,440
ID362,axehead (flat),Newfield,Scotland,155,78,35,14,700
ID550,axehead (flat),"Newbiggin-by-Sea, Church Point",England,126,74,24,10,279.6
ID553,axehead (flat),"Newbiggin-by-Sea, Church Point",England,123,90,40,10.5,344.6
ID3312,axehead (flat),Nettleton (parish),England,75,37,20,8,86.18
ID656,axehead (flat),Netherglen,Scotland,113,85,38,10,410
ID280,axehead (flat),Nether Drumshade,Scotland,143,85,35,13.5,540
ID829,axehead (flat),"Nannerch/Cilcain, Moel Arthur",Wales,156,94,47,10,665
ID830,axehead (flat),"Nannerch/Cilcain, Moel Arthur",Wales,160,100,47,12.5,940
ID1739,axehead (flat),"Nannerch/Cilcain, Moel Arthur",Wales,165,101,49,14,812.9
ID175,axehead (flat),Nairn (near),Scotland,269,118,27,9.5,1000
ID176,axehead (flat),Nairn,Scotland,127,78,36,8,288.5
ID336,axehead (flat),Muircleugh,Scotland,120,60,31,11,330
ID300,axehead (flat),Muchalls,Scotland,138,80,33,9.5,400
ID329,axehead (flat),"Mountskip, Vogrie",Scotland,153,92,33,10.5,500
ID9815,axehead (flat),Mostyn (community),Wales,66,46,22.4,6.5,83.4
ID352,axehead (flat),Moss of Cree,Scotland,130,54,20,11,275
ID8772,axehead (flat),"Monmouth/Trefynwy, Monmouth Secondary School (Dixton Gate)",Wales,114,66,30,9.5,292.2
ID332,axehead (flat),Minto,Scotland,159,92,47,13,770
ID191,axehead (flat),Milton Moss,Scotland,130,64,38,15.5,475
ID609,axehead (flat),"Migdale, Skibo",Scotland,153,82,36,12,530
ID953,axehead (flat),"Middleton and Smerrill, Borther Low Barrow",England,49.5,29,15,5.5,31.5
ID8774,axehead (flat),"Mathry, St Edren's, Treddiog Farm",Wales,181,130,45,14,1060
ID1551,axehead (flat),Marham (parish),England,142,80.9,40.8,12.5,564
ID1374,axehead (flat),"Malvern Wells, Summer Hill",England,115.5,68.5,39.5,14,450
ID11617,axehead (flat),Lyneham (parish),England,83.1,46.1,17.5,10.5,110
ID1520,axehead (flat),Lowick (parish),England,96.3,63.7,24,10.5,272.7
ID548,axehead (flat),"Lockton, Pickering",England,83,48,23,8.5,143.9
ID159,axehead (flat),"Lochgelly, Wester Cartmore Farm",Scotland,153,81,48.5,12,691.5
ID399,axehead (flat),"Llanwonno, Aberpennar, Y Garreg Siglo (Mountain Ash)",Wales,109,59,33,10,316
ID1266,axehead (flat),Llantwit Fardre (community),Wales,131.5,78,30.5,11.5,346.1
ID384,axehead (flat),"Llansantffraid, Rhydtorth Uchaf Farm",Wales,173,85,31,9,373
ID8805,axehead (flat),"Llanrhaeadr-yng-nghinmeirch, Nantglyn, Nant-y-cî, Goroesffordd",Wales,177,109,28,13,613
ID8796,axehead (flat),"Llanfyrnach Common, Yetwen Farm",Wales,144,86,31,8,370
ID11161,axehead (flat),Llandyfaelog,Wales,107.8,58.2,36.5,10.2,253.6
ID395,axehead (flat),"Llandderfel, Tŷ Uchaf Farm (400m NE of)",Wales,105,61,33,9,256
ID8952,axehead (flat),"Llandderfel, Ty Isaf, Cae Ffynnon",Wales,163,96,34,8.5,531
ID8902,axehead (flat),Llanddeiniolen (community),Wales,178.78,85.43,29.62,16.37,518.3
ID9746,axehead (flat),Little Wenlock (parish),England,77.6,45,19,6.5,59.87
ID342,axehead (flat),Lilliardsedge,Scotland,116,72,22,8,240
ID202,axehead (flat),Lhanbryde,Scotland,117,57,23,10.5,260
ID201,axehead (flat),Lhanbryde,Scotland,155,82,52,14,855
ID200,axehead (flat),Lhanbryde,Scotland,149,88,31,12,504.2
ID271,axehead (flat),"Lethendy Meikleour, Cranley Farm",Scotland,168,103,34,11,480
ID1395,axehead (flat),Letcombe Regis (parish),England,78,33,17.7,6.3,71.7
ID9822,axehead (flat),Leintwardine (parish),England,89.6,42.9,16,5.7,77.6
ID1398,axehead (flat),Leekfrith (parish),England,65.86,35.85,17.5,8.94,67.9
ID1385,axehead (flat),Ledbury (parish),England,90,51.6,19.8,8.2,133.45
ID322,axehead (flat),Lawhead Farm,Scotland,338,226,38,13.5,2000
ID1560,axehead (flat),Laughton (parish),England,131.2,72.8,33.8,13.2,460
ID282,axehead (flat),Largo,Scotland,127,72,33,13,450
ID1356,axehead (flat),Lancaster (parish),England,89.35,42.05,20.5,9.89,126
ID370,axehead (flat),Ladyhill,Scotland,123,57,31,11,300
ID371,axehead (flat),Ladyhill,Scotland,109,65,32,11,270
ID368,axehead (flat),Ladyhill,Scotland,128,68,34,9.5,310
ID369,axehead (flat),Ladyhill,Scotland,124,69,31,10.5,310
ID367,axehead (flat),Ladyhill,Scotland,125,73,34,11,330
ID251,axehead (flat),"Lady Margaret's Cave, Ardgour House",Scotland,144,84,34,9.5,375
ID556,axehead (flat),Knock and Maize,Scotland,137,72,43,12,580
ID484,axehead (flat),Knapton,England,131,70,28,10.5,303.5
ID279,axehead (flat),Kirriemuir,Scotland,157,83,22,8.5,360
ID287,axehead (flat),Kirkton of Menmuir,Scotland,107,57,18,6.5,134.9
ID11793,axehead (flat),Kirkton of Kingoldrum,Scotland,153.5,93.8,47.2,13.2,809.8
ID604,axehead (flat),Kirkmichael,Scotland,177,88,37,11,660
ID1559,axehead (flat),Kirkby Malzeard (parish),England,78.5,36.2,17.9,6.5,68
ID237,axehead (flat),Kintore,Scotland,108,62,17,7.5,160
ID234,axehead (flat),Kintore,Scotland,126,76,26,10,300
ID235,axehead (flat),Kintore,Scotland,127,77,35,10.5,390
ID236,axehead (flat),Kintore,Scotland,159,94,40,12.5,630
ID10458,axehead (flat),Kinloss,Scotland,157,88.5,38,10.5,478.7
ID1373,axehead (flat),Kington Rural (parish),England,106.95,59.04,19,10.02,176.7
ID11101,axehead (flat),Kingston St Mary,England,55.5,34.8,19.5,7.4,51.25
ID247,axehead (flat),"Kincorth, 24 Covenanters Road",Scotland,123,60,35,11.5,360
ID10581,axehead (flat),"Kilmadock, Thornhill",Scotland,100.5,47,22,7,99.5
ID311,axehead (flat),Kilmacolm,Scotland,107,63,25,7,205
ID908,axehead (flat),Ironbridge (River Severn),England,107,66.5,39.5,8.5,270
ID475,axehead (flat),"Ipsden, Green Hill",England,38.7,23.3,8,3.8,9.3
ID1048,axehead (flat),Ipplepen,England,133.5,75.5,39.5,11,527
ID566,axehead (flat),Inverurie,Scotland,123,74,39,13.5,510
ID594,axehead (flat),"Inverness, Fairfield Road",Scotland,122,91,32,9.2,340
ID349,axehead (flat),Innermessan,Scotland,164,92,33,10,540
ID314,axehead (flat),Inchnadamph,Scotland,150,86,35,10.5,460
ID11630,axehead (flat),Illingworth and Mixenden (parish),England,96.5,48.5,25.5,8.6,162.9
ID1014,axehead (flat),"Ightham, Crown Point, Fishponds Valley",England,133,71,39.5,13,440
ID532,axehead (flat),"Icklingham, Site of British Village",England,98,65,33,12.5,287.9
ID213,axehead (flat),"Howbog, The Cabrach",Scotland,123,74,35,10.5,355
ID758,axehead (flat),"Hounslow, St Margarets, Chapel Fields",England,91,63.5,39,12,271.8
ID11250,axehead (flat),Horsford,England,86.5,44,24,9,150
ID886,axehead (flat),Horning,England,55,47,28,10,101
ID8557,axehead (flat),Hopeman,Scotland,137,78,48,13,642
ID1413,axehead (flat),Hollinsclough (parish),England,72.21,30.53,14.51,5.05,39.2
ID221,axehead (flat),Hill Park Farm,Scotland,109,62,33,10.5,280
ID459,axehead (flat),Highlow,England,172,88,27.5,11,570
ID11575,axehead (flat),High Peak (district),England,54,26,10,6,22
ID1408,axehead (flat),High Easter (parish),England,73.69,38.68,20.45,4.68,142.71
ID407,axehead (flat),Hemyock (near Wellington Monument),England,141,84.5,29,9,371.1
ID1488,axehead (flat),Hemblington (parish),England,78,59,41,10.5,209
ID398,axehead (flat),"Hayne, Old Cleeve",England,124.5,84,41.5,12,524.6
ID248,axehead (flat),Hatton,Scotland,131,72,26,8.5,300
ID1032,axehead (flat),Hastings,England,87.5,49,21.5,10,161
ID11645,axehead (flat),Harton (parish),England,114.9,71.2,26,10.6,283
ID450,axehead (flat),"Hartington Upper Quarter, Hindlow",England,132,72.5,37,14.5,413.4
ID885,axehead (flat),"Harpley, Harpley Common, Peddar's Way",England,87,50,25.5,11,187.72
ID8758,axehead (flat),"Halkyn, Plas Winter Farm (field 682)",Wales,103,63,30,5,251
ID396,axehead (flat),"Halberton, Rowridge Farm",England,130,74,37,11,498
ID11098,axehead (flat),Halam,England,72.5,34.4,12,6,48.6
ID615,axehead (flat),Greystoke,England,136,81,29,10.5,370
ID8753,axehead (flat),Goetre Fawr,Wales,103,63,30,11,322.9
ID781,axehead (flat),"Godalming, Farncombe?",England,146,86.5,40,12,561
ID190,axehead (flat),Goatcraig,Scotland,129,65,35,10,330
ID11599,axehead (flat),Glympton (parish),England,170,83,27,12.8,419
ID570,axehead (flat),Glenurquhart,Scotland,112,61,31,10.5,290
ID350,axehead (flat),Glenstockadale,Scotland,144,78,25,9.5,330
ID351,axehead (flat),Glenstockadale,Scotland,179,91,23,10.5,390
ID304,axehead (flat),Glenrickard Forest,Scotland,150,88,29,10.5,435
ID161,axehead (flat),Glenelg,Scotland,102,54,35,8.5,215
ID364,axehead (flat),Glencarse,Scotland,165,104,40,11,640
ID250,axehead (flat),"Glen Forsa, Mull",Scotland,146,80,37,11,475
ID312,axehead (flat),"Glasgow, Cathcart, Stean Street",Scotland,131,69,43,13.5,460
ID239,axehead (flat),Glack,Scotland,129,79,33,9,325
ID285,axehead (flat),"Forfar, Castle Hill",Scotland,130,63,24,11.5,185
ID1021,axehead (flat),Fordham (near),England,114.5,69.5,34,10,327
ID345,axehead (flat),Fogorig,Scotland,127,78,36,14,350
ID1561,axehead (flat),Flaxton (parish),England,102.1,40.8,23.7,8.1,111
ID214,axehead (flat),Finglenny Hill,Scotland,134,65,29,9,325
ID216,axehead (flat),Finglenny Hill,Scotland,145,86,35,11,440
ID220,axehead (flat),Finglenny Hill,Scotland,174,87,37.5,11,630
ID217,axehead (flat),Finglenny Hill,Scotland,160,88,40,10,425
ID218,axehead (flat),Finglenny Hill,Scotland,91,88,36,10,475
ID215,axehead (flat),Finglenny Hill,Scotland,140,90,36,12,475
ID219,axehead (flat),Finglenny Hill,Scotland,155,91,31,9,440
ID238,axehead (flat),Fetternear,Scotland,141,86,39,10,420
ID595,axehead (flat),"Fern, Auchnacree Lodge (SE comer of field 250 yards SE of)",Scotland,145,74,35,10.5,380
ID589,axehead (flat),"Fern, Auchnacree Lodge (SE comer of field 250 yards SE of)",Scotland,136,80,35,10.5,410
ID8765,axehead (flat),Ewyas Harold (parish),England,74,49,10,8,118.4
ID521,axehead (flat),"Etchingham (Burwash), Shoyswell Manor",England,81.5,47.5,26,10,176.9
ID8942,axehead (flat),"Esclusham Above, Minera, Hafod Wen Farm",Wales,115,55,23,8,211.6
ID529,axehead (flat),Eriswell,England,142,82.5,42.5,15,727
ID184,axehead (flat),"Edinkillie, Muir of Sluie",Scotland,147,77,34,10.5,435
ID183,axehead (flat),"Edinkillie, Muir of Sluie",Scotland,145,82,37,12,510
ID1487,axehead (flat),Eden (district),England,118,64,35,10,255
ID1234,axehead (flat),"Eastbourne, Willingdon Hill",England,135.5,79,49.5,12,564
ID11608,axehead (flat),East Farleigh (parish),England,80.2,56.3,29,9.8,187.65
ID1367,axehead (flat),Easingwold (parish),England,100.37,48.5,12,8.71,142.6
ID177,axehead (flat),Dyke and Moy,Scotland,112,72,23,10.5,239.2
ID297,axehead (flat),Durris (parish),Scotland,145,93,37,12,540
ID298,axehead (flat),Durris (parish),Scotland,183,119,41,11,830
ID158,axehead (flat),Dunnottar,Scotland,138,78,36,14.5,550
ID286,axehead (flat),Dunino,Scotland,115,63,20,10,215
ID284,axehead (flat),"Dundee, Burrelton",Scotland,170,93,35,10.5,545
ID193,axehead (flat),Duffus,Scotland,154,74,41,10.5,300
ID249,axehead (flat),"Du Bhar, Glengorm, Mull",Scotland,142,89,40,9.5,400
ID358,axehead (flat),Drumlanrig,Scotland,188,115,47,11.5,115
ID632,axehead (flat),Drumlanrick,Scotland,161,71,25,11,510
ID598,axehead (flat),Drumlanrick,Scotland,140,89,26,9.5,390
ID607,axehead (flat),Drumdoch,Scotland,131,82,29,8,220
ID355,axehead (flat),Drum,Scotland,155,106,28,10,480
ID1439,axehead (flat),Driffield (parish),England,128,74,26,10,289.4
ID563,axehead (flat),Driffield (near),England,104,55,26,12.5,272
ID1002,axehead (flat),Drewsteignton?,England,169.5,96,41,9,601
ID165,axehead (flat),Dores,Scotland,139,84,32,8,340
ID555,axehead (flat),Doon (Doune) Hill,Scotland,123,73,40,11,455
ID1419,axehead (flat),Dent (parish),England,110,53,30,12,300
ID391,axehead (flat),Deganwy,Wales,113,80,38.3,12.9,430.9
ID178,axehead (flat),Darnaway,Scotland,145,76,21,10,232
ID6082,axehead (flat),Dail na Caraidh,Scotland,117,52,27,9,213.2
ID6084,axehead (flat),Dail na Caraidh,Scotland,106,53,22,9,209.25
ID6087,axehead (flat),Dail na Caraidh,Scotland,119,58,27.5,6,189.3
ID6081,axehead (flat),Dail na Caraidh,Scotland,137,71,33,10.5,427
ID6083,axehead (flat),Dail na Caraidh,Scotland,115,72,31,8,275
ID6075,axehead (flat),Dail na Caraidh,Scotland,161,92,39,11,510
ID1262,axehead (flat),Cwm Gwaun (community),Wales,98.55,66.2,32.9,12.89,325.1
ID171,axehead (flat),Culloden,Scotland,136,69,30,11.5,308
ID170,axehead (flat),Culloden,Scotland,145,95,35,11.5,573
ID187,axehead (flat),Culbin Sands,Scotland,152,91,37,10,530
ID8493,axehead (flat),Cowdenbeath,Scotland,128.2,70.3,33.5,9.2,258.33
ID317,axehead (flat),Coulter,Scotland,134,82,31,11,395
ID442,axehead (flat),Corbridge (near),England,152,82,29,10,355
ID569,axehead (flat),"Colonsay, Loch Fada",Scotland,101,58,31,12,250
ID232,axehead (flat),Colleonard,Scotland,170,71,34,11,525
ID231,axehead (flat),Colleonard,Scotland,130,81,32,7.5,355
ID8895,axehead (flat),Coity Higher (community),Wales,156,98.1,34.2,9.2,475.2
ID1509,axehead (flat),Claydon (parish),England,71.33,48.23,23.5,9.16,133.22
ID474,axehead (flat),Clay Coton (in a pasture field just north of Manor House),England,68,43.8,14,10,123
ID1504,axehead (flat),Chetwynd Aston and Woodcote (parish),England,73,46,22,9.5,137.2
ID1482,axehead (flat),Chetwynd (parish),England,74.9,40.3,18.5,11,115.67
ID417,axehead (flat),"Cheddar, Slitter Cave",England,109,70,41.5,10,355
ID1360,axehead (flat),Carnforth (parish),England,118,68,46,12,460
ID1258,axehead (flat),"Carbrooke (corner of close, S of Wissey tributary)",England,117,79,33,13,198.5
ID339,axehead (flat),Camptoun,Scotland,145,65,32,10,330
ID338,axehead (flat),Camptoun,Scotland,117,71,28,10,280
ID11227,axehead (flat),Camelford,England,93,45,19,9,131.81
ID975,axehead (flat),Cambridge (near),England,110,65.5,32.5,13,350
ID620,axehead (flat),"Butterwick, Greenwell Barrow 39",England,102,59,28,11,212.6
ID513,axehead (flat),Burwell Fen?,England,126,62,29,9.5,262
ID11643,axehead (flat),Burscough (parish),England,143.05,77.9,43.91,8.53,523.5
ID192,axehead (flat),Burgie Hill,Scotland,123,78,28,9,200
ID366,axehead (flat),Broubster,Scotland,113,55,25,8,160
ID1727,axehead (flat),"Brook Farm, Clapton-in-Gordano",England,119.8,70.8,33.5,12,119.8
ID353,axehead (flat),Brockloch,Scotland,145,67,24,11.5,365
ID356,axehead (flat),Brockhillstone,Scotland,154,93,36,10,485
ID1102,axehead (flat),Brighton (near),England,121,67,35,11.7,396
ID1594,axehead (flat),Bridge Sollers (parish),England,129,63,25,11.4,299
ID1595,axehead (flat),Bridge Sollers (parish),England,147,70.5,24,11.4,405.5
ID385,axehead (flat),"Bridestowe, Burley Camp",England,110,59,31,13.5,325
ID182,axehead (flat),Briach Hill,Scotland,120,65,30,10.5,320
ID11597,axehead (flat),Bressingham (parish),England,88,58.3,28.5,10,182.4
ID11607,axehead (flat),Brasted (parish),England,90.6,62,17.5,10.2,159.7
ID11148,axehead (flat),Brassington,England,141.5,81.5,29,11,362.3
ID1556,axehead (flat),Bramhall South (parish),England,115,47,21,5,223
ID1494,axehead (flat),Brailes (parish),England,68.19,32.61,15,6.03,47.6
ID179,axehead (flat),"Braemoray, Edinkilie, Grampian",Scotland,114,72,28,10,279
ID262,axehead (flat),Bracobrae,Scotland,144,90,28,10.5,400
ID1407,axehead (flat),Bowes (parish),England,126.88,76.51,43,12.2,174
ID841,axehead (flat),Bottisham Lode,England,112.5,76,39,12.2,219
ID347,axehead (flat),Boreland,Scotland,175.5,125,37.5,12.5,910
ID348,axehead (flat),Boreland,Scotland,180,133,38,12,980
ID242,axehead (flat),Bog of Fintray,Scotland,135,72,29,10,300
ID1409,axehead (flat),Bishopston (community),Wales,150.5,89,25,11.5,503.6
ID166,axehead (flat),Bishop-Kinkell Farm,Scotland,143,73,38,9,390
ID198,axehead (flat),Birnie (parish),Scotland,141,75,28,12,460
ID1428,axehead (flat),Bilton-in-Ainsty with Bickerton (parish),England,118.9,66,27,10,258
ID9005,axehead (flat),"Bewdley, Elan Aqueduct (River Severn)",England,125,57,27,12.5,284
ID560,axehead (flat),Beverley,England,117,64,30,14,404
ID435,axehead (flat),"Bere Regis, Muddox Barrow (near)",England,109.5,43,23,11,183
ID562,axehead (flat),Bawtry?,England,110,61,25,13,355
ID572,axehead (flat),"Barrachan, Mochrum",Scotland,149,81,41,13.5,660
ID1460,axehead (flat),Barnham Broom (parish),England,102,68,26.5,10,268
ID173,axehead (flat),Barevan Graveyard,Scotland,150,87,31,9,385
ID1370,axehead (flat),Bampton and Clanfield (parish),England,62.2,38.7,18.7,5.9,71.7
ID278,axehead (flat),Baldowrie Farm,Scotland,153,87,33,10.5,510
ID1323,axehead (flat),Balderton (parish),England,89.57,55.67,29.4,10.1,175.7
ID393,axehead (flat),"Bala, 13 Mawnog Fach",Wales,151,89,28,8,367
ID599,axehead (flat),"Badenoch, Loch Laggan",Scotland,120.3,72.6,18,8.2,285.1
ID628,axehead (flat),Ashybank,Scotland,170,91,32,10.5,545
ID8682,axehead (flat),Ardkinglas,Scotland,141.2,85.5,34,7.7,359.66
ID8681,axehead (flat),Ardkinglas,Scotland,149.5,87.4,34.5,8,447.7
ID210,axehead (flat),Ardhuncart,Scotland,149,84,35,11.5,580
ID209,axehead (flat),Ardhuncart,Scotland,143,88,30,11,460
ID1541,axehead (flat),Antingham (parish),England,71,41,27.5,10,146.69
ID11732,axehead (flat),Annan Hill,Scotland,104,58,34,12,292
ID1552,axehead (flat),Alpington (parish),England,102,66,29.5,12.3,346
ID455,axehead (flat),Alnwick (near),England,138,77,30,12,382.1
ID254,axehead (flat),Allt A' Chrois,Scotland,130,70,30,11,350
ID359,axehead (flat),Airds,Scotland,147,91,34,10,505
ID288,axehead (flat),Aboyne,Scotland,102,71,22,9.5,220
ID275,axehead (flat),Abdie (parish),Scotland,150,83,35,12,475
ID276,axehead (flat),Abdie (parish),Scotland,168,94,40,10.5,525
ID406,axehead (flat/flanged),"Ystradowen, Coed-y-tranches, Fforest Fawr Farm (N edge, 250m east of the Llanharry-Cowbridge road)",Wales,162,82,30,10.5,421.8
ID8806,axehead (flat/flanged),"Ysgubor-y-coed (near Glandyfi), Cefn Coch",Wales,132,72,31,9,365.5
ID757,axehead (flat/flanged),Yaxley Fen,England,117.5,61.5,27.5,11,267.3
ID1242,axehead (flat/flanged),Yattendon Court,England,120,78,31,10,290
ID11618,axehead (flat/flanged),Wymondham (parish),England,76,44.7,18.5,10.4,104.8
ID947,axehead (flat/flanged),Woodhouse/Charwood Forest (NW of Beacon Hill),England,130.5,69,26,12,330.7
ID727,axehead (flat/flanged),"Wintringham, Place Newton",England,124,64,25.5,11.7,270
ID720,axehead (flat/flanged),"Wintringham, Place Newton",England,130,68,27,11.5,312
ID424,axehead (flat/flanged),"Winterbourne Steepleton, Glebe Farm",England,166,102,30.5,11,425
ID1238,axehead (flat/flanged),Windsor Great Park,England,141.5,104.5,38,10,500
ID676,axehead (flat/flanged),"Willerby, Wold Farm Greenwell barrow 235",England,148,70,25,12.5,392.9
ID674,axehead (flat/flanged),"Willerby, Wold Farm Greenwell barrow 235",England,147,80,26,12,351.8
ID675,axehead (flat/flanged),"Willerby, Wold Farm Greenwell barrow 235",England,186,99,26,11.5,371
ID552,axehead (flat/flanged),"Willerby, Wold Farm Greenwell barrow 235",England,165,117,31.5,12,657.8
ID1229,axehead (flat/flanged),Whittlebury (near the churchyard),England,135,74,23,9.5,275.5
ID437,axehead (flat/flanged),Whittington,England,138.5,77.5,25,12.5,347.3
ID11581,axehead (flat/flanged),Whitehill (parish),England,117,56,20,10,233
ID431,axehead (flat/flanged),"Whalley, Read",England,203,118,36,15,887
ID730,axehead (flat/flanged),"Weymouth, Preston Down",England,158,73.5,21,11.5,311
ID11319,axehead (flat/flanged),"Weston-super-Mare, Worlebury (Wortlebury) Hill",England,170.01,89.05,31,13,544.2
ID788,axehead (flat/flanged),"West Stafford, Mount Pleasant (N terminal of henge ditch)",England,120.5,66,17,10,202
ID1310,axehead (flat/flanged),West Ilsley (parish),England,101.3,50.7,20.6,11.8,128.4
ID11269,axehead (flat/flanged),Wangford with Henham,England,70.5,32.76,18.1,10.36,88.09
ID498,axehead (flat/flanged),"Walton-on-the-Hill, Walton Heath",England,162.5,102.5,39,11.5,536.9
ID1425,axehead (flat/flanged),Wakefield (district),England,104.8,50.8,24,11.8,203
ID1359,axehead (flat/flanged),Urswick (parish),England,214,110,27.4,10,762.2
ID1215,axehead (flat/flanged),"Upper Arley, Birmingham Waterworks viaduct",England,130,58,27.5,12.5,283.7
ID808,axehead (flat/flanged),"unprovenanced, Yorkshire",England,108,58,23,10,200
ID810,axehead (flat/flanged),"unprovenanced, Yorkshire",England,140,76,25,12,397
ID735,axehead (flat/flanged),"unprovenanced, Suffolk?",England,128,64,25.5,12,290
ID621,axehead (flat/flanged),"unprovenanced, Scotland?",Scotland,145,70,25,11,370
ID685,axehead (flat/flanged),"unprovenanced, Scotland?",Scotland,188,98,33,11.5,675
ID1165,axehead (flat/flanged),"unprovenanced, River Thames",England,107,57,20.5,7.5,163.5
ID1164,axehead (flat/flanged),"unprovenanced, River Thames",England,152,106,34.5,11.5,533.2
ID533,axehead (flat/flanged),"unprovenanced, Norfolk",England,115,72,24,10.5,312
ID411,axehead (flat/flanged),"unprovenanced, Montgomeryshire (misattributed to Guilsfield hoard)",Wales,148,75,21,9,393
ID401,axehead (flat/flanged),"unprovenanced, Cambridgeshire",England,141,82.5,28.5,10.5,363.4
ID1213,axehead (flat/flanged),"unprovenanced, Berkshire",England,117,74.5,32,12.5,279.5
